HUMAN_ID,gender,year,date,age,region,uniform_top,uniform_bottom,002. height,032. neck_circumference ,041. chest_circumference ,045. waist_circumference ,048. hip_circumference ,084. sittingheight ,122. foot ,125. weight 
20_F_3038,여,2021,120,44,서울/경기/강원,902XL,90F,1591,360,895,789,979,870,220,60
20_F_3039,여,2021,120,41,서울/경기/강원,953XL,90F,1647,328,978,911,988,885,244,70.5
20_F_3040,여,2021,120,28,서울/경기/강원,80L,75F,1567,331,862,713,890,863,228,49.9
20_F_3041,여,2021,120,26,서울/경기/강원,85XL,85F,1666,337,887,728,943,918,239,58.2
20_F_3042,여,2021,120,41,서울/경기/강원,85XL,85F,1593,327,894,701,965,879,229,57.4
20_F_3043,여,2021,120,27,서울/경기/강원,902XL,85F,1633,320,912,760,944,872,228,59.1
20_F_3044,여,2021,120,23,서울/경기/강원,80L,75F,1569,313,860,697,923,876,219,51.4
20_F_3045,여,2021,120,43,서울/경기/강원,85XL,85F,1583,316,854,732,900,860,231,50.6
20_F_3046,여,2021,120,39,서울/경기/강원,80L,85F,1668,294,810,658,925,889,222,51.6
20_F_3047,여,2021,120,23,서울/경기/강원,85XL,85F,1635,309,858,706,895,894,221,54.2
20_F_3048,여,2021,120,27,서울/경기/강원,902XL,85F,1586,313,931,778,984,832,226,59.8
20_F_3049,여,2021,120,42,서울/경기/강원,80L,75F,1537,304,769,633,895,872,219,44.5
20_F_3050,여,2021,120,24,서울/경기/강원,953XL,100F,1539,377,1001,955,1063,827,227,73.9
20_F_3051,여,2021,120,21,서울/경기/강원,953XL,100F,1608,349,977,856,1053,918,225,69.1
20_F_3052,여,2021,120,44,서울/경기/강원,85XL,85F,1521,326,876,758,932,821,224,56.3
20_F_3053,여,2021,120,23,서울/경기/강원,953XL,100F,1698,370,1056,935,1127,931,238,85.9
20_F_3054,여,2021,121,40,서울/경기/강원,80L,75F,1584,303,835,696,929,859,216,49.2
20_F_3055,여,2021,121,43,서울/경기/강원,80L,85F,1631,307,844,745,971,921,236,85.3
20_F_3056,여,2021,121,28,서울/경기/강원,80L,75F,1726,305,801,675,913,931,235,49.9
20_F_3057,여,2021,121,27,서울/경기/강원,902XL,85F,1574,315,949,815,1000,866,218,63.8
20_F_3058,여,2021,121,23,서울/경기/강원,85XL,75F,1534,303,848,720,925,843,213,53.9
20_F_3059,여,2021,121,23,서울/경기/강원,85XL,75F,1688,325,903,758,916,892,231,57.7
20_F_3060,여,2021,121,44,서울/경기/강원,902XL,90F,1672,342,913,843,997,917,241,65.1
20_F_3061,여,2021,121,25,서울/경기/강원,80L,75F,1610,320,864,650,926,869,226,52.3
20_F_3062,여,2021,121,21,서울/경기/강원,902XL,85F,1672,317,925,741,958,885,250,60.6
20_F_3063,여,2021,121,23,서울/경기/강원,902XL,85F,1583,323,980,788,960,846,223,60.9
20_F_3064,여,2021,121,24,서울/경기/강원,85XL,85F,1644,310,854,727,946,886,232,55.4
20_F_3065,여,2021,121,35,서울/경기/강원,80L,75F,1635,296,818,655,880,883,229,47.4
20_F_3066,여,2021,121,27,서울/경기/강원,902XL,85F,1620,340,943,804,1040,895,242,64.9
20_F_3067,여,2021,121,41,서울/경기/강원,902XL,90F,1639,347,913,809,988,926,238,65.1
20_F_3068,여,2021,121,30,서울/경기/강원,80L,75F,1624,305,830,653,851,894,229,46.4
20_F_3069,여,2021,121,42,서울/경기/강원,902XL,90F,1587,332,984,850,987,847,231,65.2
20_F_3070,여,2021,121,21,서울/경기/강원,80L,75F,1679,300,827,631,860,895,232,49.7
20_F_3071,여,2021,121,28,서울/경기/강원,85XL,85F,1661,314,883,722,929,869,238,53.1
20_F_3072,여,2021,121,24,서울/경기/강원,902XL,85F,1608,307,922,763,948,867,241,58.8
20_F_3073,여,2021,121,21,서울/경기/강원,902XL,85F,1605,306,948,732,961,868,232,58.8
20_M_3074,남,2021,122,23,서울/경기/강원,,90M,1765,380,1045,899,1036,961,256,83.8
20_M_3075,남,2021,122,28,서울/경기/강원,,105M,1760,423,1091,986,1065,932,259,89.7
20_M_3076,남,2021,122,28,서울/경기/강원,,75M,1788,369,975,725,917,946,264,64.4
20_M_3077,남,2021,122,27,서울/경기/강원,,95M,1828,387,1105,912,991,961,260,85.1
20_M_3078,남,2021,122,34,서울/경기/강원,,105M,1842,450,1181,1046,1037,945,278,105
20_M_3079,남,2021,122,30,서울/경기/강원,,90M,1746,374,1034,870,1035,976,253,81.2
20_M_3080,남,2021,122,23,서울/경기/강원,,95M,1683,389,1086,924,946,888,243,76.5
20_M_3081,남,2021,122,24,서울/경기/강원,,90M,1690,397,1063,873,986,929,246,78.1
20_M_3082,남,2021,122,23,서울/경기/강원,,115M,1804,431,1138,1118,1147,976,256,105.6
20_M_3083,남,2021,122,35,서울/경기/강원,,105M,1749,399,1090,975,1033,928,265,84
20_M_3084,남,2021,122,24,서울/경기/강원,,75M,1646,356,921,710,881,876,216,54.9
20_M_3085,남,2021,122,24,서울/경기/강원,,90M,1728,376,994,872,1005,924,250,72.8
20_M_3086,남,2021,122,25,서울/경기/강원,,75M,1674,354,958,766,917,923,246,62.7
20_M_3087,남,2021,122,25,서울/경기/강원,,85M,1717,351,1020,837,936,898,236,66.9
20_M_3088,남,2021,122,25,서울/경기/강원,,85M,1724,356,1041,765,935,956,256,69.1
20_M_3089,남,2021,122,37,서울/경기/강원,,85M,1702,383,1007,832,909,941,247,67.7
20_M_3090,남,2021,122,26,서울/경기/강원,,85M,1781,377,1000,866,1006,933,251,78
20_M_3091,남,2021,122,36,서울/경기/강원,,105M,1670,392,1112,1037,1047,885,245,85.1
20_M_3092,남,2021,122,22,서울/경기/강원,,95M,1622,391,994,922,996,863,239,72.5
20_M_3093,남,2021,122,22,서울/경기/강원,,85M,1759,347,904,742,903,935,252,60.8
20_M_3094,남,2021,122,25,서울/경기/강원,,75M,1659,350,935,759,890,888,242,55.7
20_M_3095,남,2021,122,24,서울/경기/강원,,70M,1713,332,877,711,866,903,250,54.3
20_M_3096,남,2021,122,23,서울/경기/강원,,90M,1722,413,1114,902,1027,919,242,86
20_M_3097,남,2021,122,23,서울/경기/강원,,75M,1817,344,895,720,912,958,265,62
20_M_3098,남,2021,122,29,서울/경기/강원,,90M,1779,385,1015,898,999,951,253,75.9
20_M_3099,남,2021,123,27,서울/경기/강원,,85M,1708,355,937,795,944,915,250,67.7
20_M_3100,남,2021,123,37,서울/경기/강원,,105M,1759,425,1115,1031,1196,966,264,105.9
20_M_3101,남,2021,123,28,서울/경기/강원,,95M,1774,373,1058,922,1000,931,262,80.8
20_M_3102,남,2021,123,38,서울/경기/강원,,95M,1745,386,995,905,984,944,251,75.9
20_M_3103,남,2021,123,21,서울/경기/강원,,70M,1649,373,879,683,869,896,240,52.6
20_M_3104,남,2021,123,24,서울/경기/강원,,85M,1744,386,1008,807,990,917,241,73.5
20_M_3105,남,2021,123,25,서울/경기/강원,,85M,1783,380,1010,819,980,955,263,75.9
20_M_3106,남,2021,123,38,서울/경기/강원,,95M,1733,391,1054,930,1018,921,260,80.6
20_M_3107,남,2021,123,25,서울/경기/강원,,85M,1728,368,980,782,962,916,247,67.4
20_M_3108,남,2021,123,23,서울/경기/강원,,85M,1822,375,1032,792,973,984,247,75.5
20_M_3109,남,2021,123,35,서울/경기/강원,,90M,1778,386,1013,883,1015,972,259,80.8
20_M_3110,남,2021,123,41,서울/경기/강원,,80M,1693,354,936,785,940,940,245,64.8
20_M_3111,남,2021,123,28,서울/경기/강원,,85M,1710,371,981,802,980,912,261,71.4
20_M_3112,남,2021,123,27,서울/경기/강원,,100M,1876,404,1075,918,1095,1014,282,98.2
20_M_3113,남,2021,123,26,서울/경기/강원,,75M,1687,348,981,743,928,895,242,61.6
20_M_3114,남,2021,123,25,서울/경기/강원,,80M,1687,382,1014,775,946,928,262,69.9
20_M_3115,남,2021,123,40,서울/경기/강원,,85M,1797,366,942,773,946,985,258,70.4
20_M_3116,남,2021,123,38,서울/경기/강원,,90M,1802,382,1028,844,945,934,270,77.6
20_M_3117,남,2021,123,37,서울/경기/강원,,100M,1797,391,1072,926,1020,951,272,81.6
20_M_3118,남,2021,123,37,서울/경기/강원,,95M,1663,399,1021,954,965,900,248,78
20_M_3119,남,2021,123,37,서울/경기/강원,,105M,1810,427,1100,997,1094,1006,263,97.9
20_M_3120,남,2021,123,23,서울/경기/강원,,80M,1678,344,900,770,898,910,245,58.1
20_M_3121,남,2021,123,31,서울/경기/강원,,85M,1712,370,994,808,971,922,257,73.9
20_M_3122,남,2021,123,36,서울/경기/강원,,95M,1807,390,1024,873,1025,960,251,83.4
20_M_3123,남,2021,123,23,서울/경기/강원,,75M,1688,360,945,720,885,905,248,60.7
20_M_3124,남,2021,123,24,서울/경기/강원,,80M,1783,365,905,735,936,947,264,65.9
20_M_3125,남,2021,123,23,서울/경기/강원,,80M,1742,351,965,763,935,965,243,70.3
20_M_3126,남,2021,123,24,서울/경기/강원,,90M,1817,374,1042,839,963,947,242,74.9
20_M_3127,남,2021,123,22,서울/경기/강원,,95M,1782,400,1087,920,1028,954,262,88.4
20_M_3128,남,2021,123,26,서울/경기/강원,,90M,1814,390,1035,880,1028,985,264,89.2
20_M_3129,남,2021,124,37,서울/경기/강원,,95M,1795,370,1025,870,1000,947,277,79.1
20_M_3130,남,2021,124,35,서울/경기/강원,,95M,1822,393,1094,914,1060,935,274,93.5
20_M_3131,남,2021,124,35,서울/경기/강원,,85M,1707,370,970,810,938,905,253,66.7
20_M_3132,남,2021,124,37,서울/경기/강원,,85M,1705,389,967,800,885,938,242,62.4
20_M_3133,남,2021,124,42,서울/경기/강원,,85M,1807,377,947,788,961,996,262,70.9
20_M_3134,남,2021,124,38,서울/경기/강원,,95M,1654,371,1034,930,985,890,242,75.6
20_M_3135,남,2021,124,38,서울/경기/강원,,80M,1685,379,897,780,920,898,253,61.4
20_M_3136,남,2021,124,39,서울/경기/강원,,95M,1779,377,1004,834,1003,941,250,78.1
20_M_3137,남,2021,124,29,서울/경기/강원,,80M,1795,348,1000,800,970,968,261,71.2
20_M_3138,남,2021,124,39,서울/경기/강원,,90M,1761,390,1001,845,1020,943,268,81.8
20_M_3139,남,2021,124,39,서울/경기/강원,,100M,1772,424,1154,971,1035,980,256,96.3
20_M_3140,남,2021,124,28,서울/경기/강원,,90M,1760,411,978,889,984,941,262,73.3
20_M_3141,남,2021,124,33,서울/경기/강원,,90M,1828,377,997,850,942,980,258,74.4
20_M_3142,남,2021,124,38,서울/경기/강원,,100M,1802,415,1074,918,995,954,265,87
20_M_3143,남,2021,124,36,서울/경기/강원,,95M,1867,399,1000,856,1025,1015,280,82.8
20_M_3144,남,2021,124,38,서울/경기/강원,,85M,1762,407,988,812,982,964,258,75.9
20_M_3145,남,2021,124,26,서울/경기/강원,,85M,1703,356,957,804,940,915,236,66.3
20_M_3146,남,2021,124,23,서울/경기/강원,,90M,1745,365,968,837,1015,952,253,72.8
20_M_3147,남,2021,124,31,서울/경기/강원,,90M,1712,374,1041,844,986,915,259,75.4
20_M_3148,남,2021,124,32,서울/경기/강원,,90M,1716,369,1035,864,1010,917,250,76.8
20_M_3149,남,2021,124,28,서울/경기/강원,,90M,1796,369,967,790,1029,995,255,78.9
20_M_3150,남,2021,124,32,서울/경기/강원,,100M,1711,402,1048,957,988,907,248,78.4
20_M_3151,남,2021,124,23,서울/경기/강원,,75M,1688,347,927,744,917,930,243,61.8
20_M_3152,남,2021,124,20,서울/경기/강원,,90M,1804,395,974,869,1005,975,268,78
20_M_3153,남,2021,124,20,서울/경기/강원,,95M,1713,380,983,855,1064,914,237,83.2
20_M_3154,남,2021,124,25,서울/경기/강원,,80M,1705,358,907,776,926,937,254,65.8
20_M_3155,남,2021,124,32,서울/경기/강원,,90M,1732,388,972,844,1045,945,238,77.6
20_M_3156,남,2021,124,31,서울/경기/강원,,90M,1682,360,926,874,964,917,228,69.1
20_M_3157,남,2021,124,41,서울/경기/강원,,100M,1743,401,1075,950,1063,920,249,89
20_F_3158,여,2021,125,23,서울/경기/강원,953XL,90F,1586,370,1041,925,1084,871,243,79.9
20_F_3159,여,2021,125,29,서울/경기/강원,85XL,85F,1613,297,869,719,885,869,237,54.8
20_F_3160,여,2021,125,24,서울/경기/강원,80L,85F,1631,301,869,696,938,858,238,55.4
20_F_3161,여,2021,125,30,서울/경기/강원,80L,85F,1618,297,836,692,935,873,228,52.1
20_F_3162,여,2021,125,24,서울/경기/강원,80L,75F,1604,310,839,692,932,895,231,53.3
20_F_3163,여,2021,125,21,서울/경기/강원,85XL,85F,1665,317,928,724,961,882,251,61.7
20_F_3164,여,2021,125,29,서울/경기/강원,80L,75F,1610,296,846,665,883,880,232,47.4
20_F_3165,여,2021,125,28,서울/경기/강원,80L,75F,1585,287,835,677,898,850,220,49.2
20_F_3166,여,2021,125,21,서울/경기/강원,953XL,100F,1497,333,1037,938,1073,845,213,69.7
20_F_3167,여,2021,125,21,서울/경기/강원,80L,85F,1633,308,809,703,893,866,238,50.7
20_F_3168,여,2021,125,21,서울/경기/강원,85XL,85F,1619,307,835,732,940,880,228,55.6
20_F_3169,여,2021,125,21,서울/경기/강원,85XL,85F,1556,320,865,748,905,832,225,52
20_F_3170,여,2021,125,24,서울/경기/강원,902XL,85F,1578,330,925,809,980,848,232,59.6
20_F_3171,여,2021,125,29,서울/경기/강원,85XL,80F,1625,309,839,660,897,869,225,51.3
20_F_3172,여,2021,125,28,서울/경기/강원,80L,80F,1606,301,838,678,902,868,224,48.7
20_F_3173,여,2021,125,23,서울/경기/강원,902XL,90F,1668,327,961,767,1007,891,234,66.2
20_F_3174,여,2021,125,41,서울/경기/강원,85XL,85F,1635,308,877,713,891,891,236,52.7
20_F_3175,여,2021,125,21,서울/경기/강원,80L,85F,1623,302,845,660,891,868,230,48.8
20_F_3176,여,2021,125,28,서울/경기/강원,80L,85F,1653,320,873,716,966,901,231,59.3
20_F_3177,여,2021,125,36,서울/경기/강원,85XL,85F,1560,304,904,744,920,850,218,51
20_F_3178,여,2021,125,29,서울/경기/강원,953XL,100F,1627,412,1109,999,1110,875,233,88.5
20_F_3179,여,2021,125,29,서울/경기/강원,902XL,85F,1690,314,889,735,908,900,246,57.5
20_F_3180,여,2021,125,20,서울/경기/강원,80L,75F,1574,288,794,699,844,853,228,43.4
20_F_3181,여,2021,125,23,서울/경기/강원,85XL,85F,1600,307,868,713,947,852,217,57
20_F_3182,여,2021,125,41,서울/경기/강원,80L,75F,1512,301,825,639,829,831,210,44.2
20_F_3183,여,2021,125,36,서울/경기/강원,953XL,90F,1612,331,957,835,988,857,245,64
20_M_3184,남,2021,126,25,서울/경기/강원,,75M,1709,341,1003,718,918,911,248,65.1
20_M_3185,남,2021,126,22,서울/경기/강원,,75M,1739,351,948,739,889,897,240,59.4
20_M_3186,남,2021,126,22,서울/경기/강원,,75M,1710,358,1013,775,886,915,251,63
20_M_3187,남,2021,126,39,서울/경기/강원,,95M,1798,430,1133,946,1024,939,265,88.5
20_M_3188,남,2021,126,38,서울/경기/강원,,95M,1694,359,1049,928,1004,912,243,77.5
20_M_3189,남,2021,126,21,서울/경기/강원,,75M,1761,365,1016,735,917,942,245,66.5
20_M_3190,남,2021,126,23,서울/경기/강원,,85M,1781,375,1091,823,940,936,243,73.7
20_M_3191,남,2021,126,25,서울/경기/강원,,75M,1702,385,894,689,872,912,233,55.3
20_M_3192,남,2021,126,39,서울/경기/강원,,95M,1748,389,1023,888,1014,956,241,81.1
20_M_3193,남,2021,126,40,서울/경기/강원,,95M,1648,420,1093,1013,1029,924,229,85.2
20_M_3194,남,2021,126,38,서울/경기/강원,,75M,1745,359,951,737,904,925,261,63.1
20_M_3195,남,2021,126,35,서울/경기/강원,,85M,1687,343,1057,808,917,892,240,67
20_M_3196,남,2021,126,25,서울/경기/강원,,75M,1746,367,928,722,875,934,259,58.9
20_M_3197,남,2021,126,24,서울/경기/강원,,85M,1754,373,1014,823,1027,957,256,73.1
20_M_3198,남,2021,126,24,서울/경기/강원,,95M,1767,384,1041,969,1061,949,256,83.7
20_M_3199,남,2021,126,26,서울/경기/강원,,85M,1800,359,1029,791,956,958,256,72.1
20_F_3200,여,2021,128,29,서울/경기/강원,80L,70F,1590,286,788,625,837,851,220,42.3
20_F_3201,여,2021,128,37,서울/경기/강원,80L,70M,1557,291,791,648,839,857,228,41.3
20_F_3202,여,2021,128,28,서울/경기/강원,80L,75M,1635,302,872,698,876,866,233,51.1
20_F_3203,여,2021,128,38,서울/경기/강원,85XL,85F,1678,318,849,745,992,907,231,57.3
20_F_3204,여,2021,128,27,서울/경기/강원,85XL,75M,1590,310,847,740,925,852,216,51.3
20_F_3205,여,2021,128,38,서울/경기/강원,85XL,85F,1618,302,900,784,926,853,225,56.4
20_F_3206,여,2021,128,38,서울/경기/강원,902XL,90F,1616,325,954,818,1008,855,246,67.6
20_F_3207,여,2021,128,39,서울/경기/강원,902XL,85F,1519,341,1047,854,933,844,210,64.7
20_F_3208,여,2021,128,36,서울/경기/강원,85XL,85F,1623,318,927,770,971,876,226,59.1
20_F_3209,여,2021,128,22,서울/경기/강원,80L,85F,1626,300,833,715,908,877,228,52.3
20_F_3210,여,2021,128,35,서울/경기/강원,902XL,85F,1716,319,918,788,954,915,248,63.6
20_F_3211,여,2021,128,21,서울/경기/강원,80L,75M,1644,316,829,704,880,899,227,50
20_F_3212,여,2021,128,21,서울/경기/강원,80L,70M,1571,304,803,628,828,849,225,43.6
20_F_3213,여,2021,128,38,서울/경기/강원,902XL,85F,1618,315,905,778,949,886,236,61.6
20_M_3214,남,2021,129,38,서울/경기/강원,,90M,1710,382,1035,848,959,901,257,71.8
20_M_3215,남,2021,129,36,서울/경기/강원,,85M,1741,378,1007,807,943,934,249,69.2
20_M_3216,남,2021,129,34,서울/경기/강원,,85M,1686,380,1026,893,974,918,238,71.8
20_M_3217,남,2021,129,23,서울/경기/강원,,85M,1876,375,1057,801,1005,1011,268,83
20_M_3218,남,2021,129,23,서울/경기/강원,,75M,1733,358,1005,762,897,917,255,63.7
20_M_3219,남,2021,129,24,서울/경기/강원,,75M,1758,343,861,713,890,930,262,56.6
20_M_3220,남,2021,129,23,서울/경기/강원,,85M,1680,345,1024,861,951,875,241,68.6
20_M_3221,남,2021,129,23,서울/경기/강원,,95M,1845,412,1078,1005,1085,988,276,95.9
20_M_3222,남,2021,129,33,서울/경기/강원,,75M,1806,358,923,783,892,962,252,63.6
20_M_3223,남,2021,129,35,서울/경기/강원,,85M,1780,380,1011,870,1005,937,254,76.6
20_M_3224,남,2021,129,27,서울/경기/강원,,85M,1739,380,1092,881,983,946,248,77.8
20_M_3225,남,2021,129,26,서울/경기/강원,,95M,1836,406,1051,924,1016,951,258,85.3
20_M_3226,남,2021,129,26,서울/경기/강원,,85M,1644,351,984,822,955,890,239,66.2
20_M_3227,남,2021,129,24,서울/경기/강원,,75M,1829,378,999,764,893,966,261,65.5
20_M_3228,남,2021,129,24,서울/경기/강원,,70M,1752,354,924,685,884,947,267,60.6
20_M_3229,남,2021,129,24,서울/경기/강원,,75M,1634,342,886,777,862,867,226,52.1
20_M_3230,남,2021,129,36,서울/경기/강원,,105M ,1751,392,1116,1002,1060,935,255,92.7
20_M_3231,남,2021,129,36,서울/경기/강원,,90M,1656,377,999,954,994,912,238,70.2
20_M_3232,남,2021,129,23,서울/경기/강원,,85M,1783,381,1038,847,997,969,265,76.2
20_M_3233,남,2021,129,23,서울/경기/강원,,85M,1646,361,955,806,977,915,246,63.8
20_M_3234,남,2021,129,23,서울/경기/강원,,85M,1844,375,1049,814,982,1005,261,76.2
20_M_3235,남,2021,129,30,서울/경기/강원,,90M,1747,367,1069,865,981,913,257,74.6
20_M_3236,남,2021,129,29,서울/경기/강원,,85M,1744,397,1122,874,971,950,250,81.1
20_M_3237,남,2021,129,33,서울/경기/강원,,75M,1816,376,987,789,924,968,259,70.2
20_M_3238,남,2021,129,39,서울/경기/강원,,95M,1693,405,1089,926,999,891,248,85
20_M_3239,남,2021,129,43,서울/경기/강원,,95M,1742,395,1090,1008,1031,967,243,86.1
20_M_3240,남,2021,129,42,서울/경기/강원,,85M,1777,373,999,796,958,958,251,69
20_M_3241,남,2021,129,23,서울/경기/강원,,85M,1775,360,1000,805,942,947,261,70.4
20_M_3242,남,2021,129,38,서울/경기/강원,,95M,1785,370,1034,983,1024,967,265,82.5
20_M_3243,남,2021,130,36,서울/경기/강원,,75M,1652,352,900,747,888,903,252,57.3
20_M_3244,남,2021,130,26,서울/경기/강원,,95M,1711,410,1026,880,1010,906,250,81.7
20_M_3245,남,2021,130,26,서울/경기/강원,,100M,1712,394,996,953,1061,951,242,88
20_M_3246,남,2021,130,27,서울/경기/강원,,95M,1659,393,1058,925,1052,908,239,81.7
20_M_3247,남,2021,130,28,서울/경기/강원,,85M,1669,371,932,812,935,901,238,67.4
20_M_3248,남,2021,130,34,서울/경기/강원,,105M,1759,412,1100,992,1066,920,262,95.5
20_M_3249,남,2021,130,36,서울/경기/강원,,90M,1783,390,1055,902,1024,927,270,82.1
20_M_3250,남,2021,130,33,서울/경기/강원,,105M,1751,426,1132,1057,1080,937,244,99.9
20_M_3251,남,2021,130,25,서울/경기/강원,,80M,1737,350,967,751,913,905,245,63.6
20_M_3252,남,2021,130,30,서울/경기/강원,,80M,1772,362,965,720,925,976,248,66.7
20_M_3253,남,2021,130,28,서울/경기/강원,,90M,1820,388,1068,844,994,967,264,83.1
20_M_3254,남,2021,130,35,서울/경기/강원,,90M,1794,385,963,829,1003,949,256,75.7
20_M_3255,남,2021,130,24,서울/경기/강원,,95M,1797,412,1072,900,1090,985,266,92.9
20_M_3256,남,2021,130,21,서울/경기/강원,,115M,1785,420,1173,1072,1192,935,245,113.4
20_M_3257,남,2021,130,39,서울/경기/강원,,85M,1764,369,980,826,959,916,253,69.2
20_M_3258,남,2021,130,20,서울/경기/강원,,90M,1694,347,920,813,998,918,237,69.1
20_M_3259,남,2021,130,35,서울/경기/강원,,115M,1745,399,1170,1048,1053,912,268,96.3
20_M_3260,남,2021,130,36,서울/경기/강원,,90M,1803,393,1005,880,965,980,271,77.9
20_M_3261,남,2021,130,22,서울/경기/강원,,85M,1786,365,980,805,936,943,243,69.5
20_M_3262,남,2021,130,22,서울/경기/강원,,70M,1789,322,860,683,865,919,255,55.7
20_M_3263,남,2021,130,35,서울/경기/강원,,85M,1761,391,1055,835,963,945,268,72.7
20_M_3264,남,2021,130,35,서울/경기/강원,,80M,1810,363,970,782,930,975,268,72.8
20_M_3265,남,2021,130,30,서울/경기/강원,,90M,1711,368,1000,824,968,927,248,70.5
20_M_3266,남,2021,130,25,서울/경기/강원,,95M,1691,407,1023,880,1008,927,252,79.4
20_M_3267,남,2021,130,24,서울/경기/강원,,90M,1751,387,995,815,995,927,263,76.3
20_M_3268,남,2021,130,24,서울/경기/강원,,100M,1792,395,1030,962,1068,927,263,93.1
20_M_3269,남,2021,130,25,서울/경기/강원,,105M,1778,396,1060,978,1049,933,260,88.6
20_M_3270,남,2021,130,23,서울/경기/강원,,85M,1736,398,970,822,973,911,253,73.6
20_M_3271,남,2021,130,28,서울/경기/강원,,80M,1678,379,933,760,931,901,236,63.7
20_M_3272,남,2021,130,33,서울/경기/강원,,90M,1770,372,945,828,962,968,242,71.8
20_M_3273,남,2021,130,32,서울/경기/강원,,90M,1744,385,1055,870,975,946,247,77.2
20_M_3274,남,2021,131,39,서울/경기/강원,,90M,1725,412,1027,834,1003,965,253,81.5
20_M_3275,남,2021,131,36,서울/경기/강원,,100M,1742,386,1060,942,963,937,248,85.4
20_M_3276,남,2021,131,35,서울/경기/강원,,90M,1697,396,1028,836,1010,935,253,75.4
20_M_3277,남,2021,131,35,서울/경기/강원,,105M,1674,427,1153,1050,1125,922,253,102.3
20_M_3278,남,2021,131,38,서울/경기/강원,,85M,1672,379,953,787,926,895,227,65.9
20_M_3279,남,2021,131,34,서울/경기/강원,,90M,1841,372,1056,840,987,951,254,80.7
20_M_3280,남,2021,131,34,서울/경기/강원,,85M,1739,351,905,790,976,927,255,68.7
20_M_3281,남,2021,131,36,서울/경기/강원,,90M,1808,362,1039,821,998,944,257,79
20_M_3282,남,2021,131,34,서울/경기/강원,,75M,1643,361,1000,723,895,898,232,61.6
20_M_3283,남,2021,131,34,서울/경기/강원,,85M,1748,383,954,790,977,947,243,69.8
20_M_3284,남,2021,131,39,서울/경기/강원,,95M,1760,387,1057,910,985,928,259,80.9
20_M_3285,남,2021,131,35,서울/경기/강원,,75M,1696,338,860,711,895,890,243,56.1
20_M_3286,남,2021,131,36,서울/경기/강원,,75M,1717,327,858,717,885,914,257,61.6
20_M_3287,남,2021,131,35,서울/경기/강원,,80M,1812,343,943,736,903,958,275,65.7
20_M_3288,남,2021,131,41,서울/경기/강원,,85M,1728,363,960,800,951,912,253,70.5
20_M_3289,남,2021,131,41,서울/경기/강원,,95M,1772,391,1048,909,1022,930,256,82.4
20_M_3290,남,2021,131,30,서울/경기/강원,,90M,1799,376,985,842,965,969,265,76.6
20_M_3291,남,2021,131,34,서울/경기/강원,,90M,1723,340,970,810,941,918,248,72
20_M_3292,남,2021,131,37,서울/경기/강원,,85M,1706,351,928,778,928,922,238,63.5
20_M_3293,남,2021,131,37,서울/경기/강원,,80M,1742,367,943,730,947,945,261,66.9
20_M_3294,남,2021,131,23,서울/경기/강원,,90M,1760,402,1013,872,980,933,256,78.2
20_M_3295,남,2021,131,44,서울/경기/강원,,100M,1836,407,1040,944,1045,983,274,94.4
20_M_3296,남,2021,131,44,서울/경기/강원,,105M,1780,418,1114,1005,1088,950,260,97.5
20_M_3297,남,2021,131,26,서울/경기/강원,,90M,1711,390,1052,838,1036,915,261,78.6
20_M_3298,남,2021,131,23,서울/경기/강원,,85M,1804,355,960,730,916,906,263,64.7
20_M_3299,남,2021,131,24,서울/경기/강원,,100M,1775,386,1043,900,1085,924,264,88.6
21_M_3301,남,2021,505,51,서울/경기/강원,,105M,1761,421,1090,1019,1072,931,253,88.5
21_M_3302,남,2021,505,60,서울/경기/강원,,95M,1613,434,1084,977,1047,878,223,81.6
21_M_3303,남,2021,505,52,서울/경기/강원,,85M,1700,347,887,758,895,874,261,58.6
21_M_3304,남,2021,505,65,서울/경기/강원,,85M,1560,387,978,874,885,858,224,61
21_M_3305,남,2021,505,41,서울/경기/강원,,85M,1750,377,1007,794,901,944,256,64.9
21_M_3306,남,2021,506,45,서울/경기/강원,,85M,1723,372,1011,879,912,927,246,70.1
21_M_3307,남,2021,506,41,서울/경기/강원,,85M,1720,362,948,784,893,920,253,60.6
21_M_3308,남,2021,506,43,서울/경기/강원,,85M,1755,372,904,817,923,957,243,65.8
21_F_3309,여,2021,506,49,서울/경기/강원,80L,80F,1615,328,851,714,883,877,232,52.5
21_F_3310,여,2021,506,41,서울/경기/강원,90 2XL,80F,1621,306,873,718,908,880,237,53.7
21_F_3311,여,2021,506,49,서울/경기/강원,90 2XL,80F,1596,323,912,770,949,885,230,56.4
21_M_3312,남,2021,507,57,서울/경기/강원,,85M,1660,385,1001,849,910,894,236,65.4
21_M_3313,남,2021,507,51,서울/경기/강원,,100M,1650,396,1050,977,1013,905,243,73.7
21_M_3314,남,2021,507,50,서울/경기/강원,,95M,1746,403,1005,939,934,928,252,75.1
21_M_3315,남,2021,507,53,서울/경기/강원,,85M,1670,384,951,852,946,918,240,64.8
21_M_3316,남,2021,507,49,서울/경기/강원,,95M,1710,373,1000,912,973,919,256,71.9
21_M_3317,남,2021,507,63,서울/경기/강원,,100M,1692,388,1031,981,955,898,249,74.2
21_M_3318,남,2021,507,64,서울/경기/강원,,85M,1626,399,1065,893,976,869,230,71.5
21_M_3319,남,2021,507,54,서울/경기/강원,,85M,1620,389,984,843,917,911,238,62.1
